@RELATION featurization_5

@ATTRIBUTE line_num INTEGER
@ATTRIBUTE journal {arxiv, jdm, plos}
@ATTRIBUTE expert INTEGER
@ATTRIBUTE section {abstract, introduction}
@ATTRIBUTE dt INTEGER
@ATTRIBUTE nnp INTEGER
@ATTRIBUTE nn INTEGER
@ATTRIBUTE in INTEGER
@ATTRIBUTE vbz INTEGER
@ATTRIBUTE vbn INTEGER
@ATTRIBUTE vbg INTEGER
@ATTRIBUTE jj INTEGER
@ATTRIBUTE comma INTEGER
@ATTRIBUTE rb INTEGER
@ATTRIBUTE colon INTEGER
@ATTRIBUTE cd INTEGER
@ATTRIBUTE cc INTEGER
@ATTRIBUTE prp INTEGER
@ATTRIBUTE md INTEGER
@ATTRIBUTE vb INTEGER
@ATTRIBUTE nns INTEGER
@ATTRIBUTE wdt INTEGER
@ATTRIBUTE vbp INTEGER
@ATTRIBUTE jjr INTEGER
@ATTRIBUTE to INTEGER
@ATTRIBUTE opquote INTEGER
@ATTRIBUTE closequote INTEGER
@ATTRIBUTE nnps INTEGER
@ATTRIBUTE prp$ INTEGER
@ATTRIBUTE jjs INTEGER
@ATTRIBUTE wrb INTEGER
@ATTRIBUTE pos INTEGER
@ATTRIBUTE vbd INTEGER
@ATTRIBUTE ex INTEGER
@ATTRIBUTE rbr INTEGER
@ATTRIBUTE none INTEGER
@ATTRIBUTE ls INTEGER
@ATTRIBUTE rbs INTEGER
@ATTRIBUTE wp INTEGER
@ATTRIBUTE rp INTEGER
@ATTRIBUTE pdt INTEGER
@ATTRIBUTE wpmoney INTEGER
@ATTRIBUTE hashhash INTEGER
@ATTRIBUTE periodperiod INTEGER
@ATTRIBUTE class {AIM, BASE, CONT, OWN, MISC}

@DATA
11,plos,1,introduction,0,5,4,2,0,2,1,1,5,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MISC
12,plos,1,introduction,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
13,plos,1,introduction,3,3,7,5,0,0,0,2,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,1,introduction,3,2,7,3,1,1,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
15,plos,1,introduction,8,2,10,5,2,0,0,4,3,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
16,plos,1,introduction,7,14,23,11,3,4,3,6,9,1,1,0,3,1,0,0,9,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
17,plos,1,introduction,3,1,7,5,0,0,0,4,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
18,plos,1,introduction,2,1,6,3,1,0,0,1,1,2,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
19,plos,1,introduction,0,3,3,2,1,1,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
20,plos,1,introduction,3,4,10,4,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
21,plos,1,introduction,5,2,5,2,0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
22,plos,1,introduction,4,2,2,3,0,0,0,1,0,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CONT
0,plos,0,abstract,4,0,8,3,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MISC
1,plos,0,abstract,3,0,8,3,0,1,0,2,0,1,0,0,1,1,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
2,plos,0,abstract,3,0,7,5,1,1,1,3,1,1,0,3,1,0,0,2,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
3,plos,0,abstract,2,0,9,4,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
4,plos,0,abstract,3,0,5,4,2,1,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,OWN
5,plos,0,abstract,4,0,4,3,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
6,plos,0,introduction,4,1,6,4,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
7,plos,0,introduction,2,0,11,3,1,0,0,6,1,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
8,plos,0,introduction,1,0,8,4,0,1,0,2,3,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
9,plos,0,introduction,2,0,8,4,1,1,1,6,3,5,0,0,1,1,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
10,plos,0,introduction,4,0,6,5,2,1,0,4,2,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
11,plos,0,introduction,1,2,2,2,1,2,1,2,2,1,0,3,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
12,plos,0,introduction,3,2,8,1,0,0,0,9,4,2,0,0,3,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
13,plos,0,introduction,4,2,8,5,2,2,1,5,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,0,introduction,1,0,4,3,0,1,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
15,plos,0,introduction,0,0,12,4,2,2,0,1,1,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
16,plos,0,introduction,2,1,10,7,1,2,1,6,2,1,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CONT
17,plos,0,introduction,2,0,3,2,0,2,0,1,3,2,0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
18,plos,0,introduction,2,2,10,4,1,3,1,4,3,1,0,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
19,plos,0,introduction,4,0,13,6,1,2,1,6,1,2,0,0,1,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
20,plos,0,introduction,4,1,4,3,0,0,0,4,1,1,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
21,plos,0,introduction,3,0,8,4,0,1,0,2,0,1,0,0,1,1,2,2,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
22,plos,0,introduction,2,0,3,4,0,1,1,2,1,1,0,3,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
23,plos,0,introduction,3,0,7,4,1,1,0,3,1,0,0,0,0,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
0,plos,0,abstract,4,0,8,3,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MISC
1,plos,0,abstract,3,0,8,3,0,1,0,2,0,1,0,0,1,1,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
2,plos,0,abstract,3,0,7,5,1,1,1,3,1,1,0,3,1,0,0,2,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
3,plos,0,abstract,2,0,9,4,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
4,plos,0,abstract,3,0,5,4,2,1,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,OWN
5,plos,0,abstract,4,0,4,3,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
6,plos,0,introduction,4,1,6,4,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
7,plos,0,introduction,2,0,11,3,1,0,0,6,1,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
8,plos,0,introduction,1,0,8,4,0,1,0,2,3,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
9,plos,0,introduction,2,0,8,4,1,1,1,6,3,5,0,0,1,1,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
10,plos,0,introduction,4,0,6,5,2,1,0,4,2,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
11,plos,0,introduction,1,2,2,2,1,2,1,2,2,1,0,3,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
12,plos,0,introduction,3,2,8,1,0,0,0,9,4,2,0,0,3,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
13,plos,0,introduction,4,2,8,5,2,2,1,5,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,0,introduction,1,0,4,3,0,1,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
15,plos,0,introduction,0,0,12,4,2,2,0,1,1,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
16,plos,0,introduction,2,1,10,7,1,2,1,6,2,1,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CONT
17,plos,0,introduction,2,0,3,2,0,2,0,1,3,2,0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
18,plos,0,introduction,2,2,10,4,1,3,1,4,3,1,0,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
19,plos,0,introduction,4,0,13,6,1,2,1,6,1,2,0,0,1,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
20,plos,0,introduction,4,1,4,3,0,0,0,4,1,1,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,AIM
21,plos,0,introduction,3,0,8,4,0,1,0,2,0,1,0,0,1,1,2,2,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
22,plos,0,introduction,2,0,3,4,0,1,1,2,1,1,0,3,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
23,plos,0,introduction,3,0,7,4,1,1,0,3,1,0,0,0,0,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
0,plos,1,abstract,4,0,8,3,1,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,MISC
1,plos,1,abstract,3,0,8,3,0,1,0,2,0,1,0,0,1,1,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
2,plos,1,abstract,3,0,7,5,1,1,1,3,1,1,0,3,1,0,0,2,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
3,plos,1,abstract,2,0,9,4,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
4,plos,1,abstract,3,0,5,4,2,1,0,2,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,OWN
5,plos,1,abstract,4,0,4,3,0,1,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
6,plos,1,introduction,4,1,6,4,1,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
7,plos,1,introduction,2,0,11,3,1,0,0,6,1,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
8,plos,1,introduction,1,0,8,4,0,1,0,2,3,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
9,plos,1,introduction,2,0,8,4,1,1,1,6,3,5,0,0,1,1,0,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
10,plos,1,introduction,4,0,6,5,2,1,0,4,2,3,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
11,plos,1,introduction,1,2,2,2,1,2,1,2,2,1,0,3,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
12,plos,1,introduction,3,2,8,1,0,0,0,9,4,2,0,0,3,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
13,plos,1,introduction,4,2,8,5,2,2,1,5,1,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,1,introduction,1,0,4,3,0,1,1,2,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
15,plos,1,introduction,0,0,12,4,2,2,0,1,1,1,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
16,plos,1,introduction,2,1,10,7,1,2,1,6,2,1,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CONT
17,plos,1,introduction,2,0,3,2,0,2,0,1,3,2,0,2,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
18,plos,1,introduction,2,2,10,4,1,3,1,4,3,1,0,2,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
19,plos,1,introduction,4,0,13,6,1,2,1,6,1,2,0,0,1,1,1,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
20,plos,1,introduction,4,1,4,3,0,0,0,4,1,1,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,AIM
21,plos,1,introduction,3,0,8,4,0,1,0,2,0,1,0,0,1,1,2,2,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
22,plos,1,introduction,2,0,3,4,0,1,1,2,1,1,0,3,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
23,plos,1,introduction,3,0,7,4,1,1,0,3,1,0,0,0,0,2,0,1,3,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
0,plos,0,abstract,4,2,14,7,0,2,0,4,2,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
1,plos,0,abstract,0,1,2,3,0,2,0,7,0,2,0,1,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
2,plos,0,abstract,3,1,4,4,1,2,1,4,1,1,0,3,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
3,plos,0,abstract,1,1,3,3,1,2,0,4,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
4,plos,0,abstract,3,1,4,4,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
5,plos,0,introduction,2,4,6,3,2,1,1,3,2,1,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,MISC
6,plos,0,introduction,4,2,10,9,2,3,0,4,3,0,0,0,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,MISC
7,plos,0,introduction,4,2,8,4,0,1,1,5,1,1,0,0,2,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,MISC
8,plos,0,introduction,1,3,4,6,0,4,0,5,4,1,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
9,plos,0,introduction,1,0,4,5,0,1,1,4,2,3,0,1,1,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
10,plos,0,introduction,3,2,4,3,0,1,0,1,0,2,0,0,1,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
11,plos,0,introduction,1,0,5,2,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,CONT
12,plos,0,introduction,4,0,4,3,1,0,0,7,0,2,0,0,0,1,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
13,plos,0,introduction,3,1,4,4,0,0,0,4,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,0,introduction,1,5,2,3,0,0,0,5,4,1,0,0,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
15,plos,0,introduction,0,5,7,4,0,0,1,4,3,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
16,plos,0,introduction,3,5,2,4,1,2,0,5,2,1,0,2,2,2,0,1,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
17,plos,0,introduction,4,1,5,4,0,1,1,3,0,1,0,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
18,plos,0,introduction,2,2,8,5,2,2,1,5,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CONT
19,plos,0,introduction,6,2,6,4,1,1,0,3,1,2,0,2,1,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
20,plos,0,introduction,2,2,3,3,0,0,0,8,2,1,0,0,1,0,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
21,plos,0,introduction,3,2,2,1,0,2,0,2,1,1,0,0,0,0,0,2,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
22,plos,0,introduction,1,0,5,4,0,2,2,7,1,1,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MISC
23,plos,0,introduction,2,2,4,4,1,1,0,2,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,MISC
24,plos,0,introduction,1,0,8,4,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
25,plos,0,introduction,1,3,3,0,0,3,0,3,0,2,0,0,1,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,MISC
26,plos,0,introduction,2,2,0,3,0,0,0,1,0,0,0,8,1,1,0,1,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,MISC
27,plos,0,introduction,1,0,5,2,0,1,0,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
28,plos,0,introduction,1,0,4,2,0,2,1,2,2,2,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
29,plos,0,introduction,0,3,10,3,0,0,2,4,1,2,0,0,2,0,1,1,5,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,MISC
30,plos,0,introduction,2,2,6,4,0,1,0,2,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,MISC
31,plos,0,introduction,3,0,5,2,0,1,0,6,0,0,0,0,1,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,MISC
32,plos,0,introduction,2,2,10,2,0,2,0,1,3,1,0,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
33,plos,0,introduction,2,1,6,3,0,1,0,3,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,OWN
34,plos,0,introduction,1,1,5,2,0,1,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
35,plos,0,introduction,1,0,2,1,0,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
36,plos,0,introduction,0,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,OWN
37,plos,0,introduction,3,2,6,4,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,OWN
0,plos,0,abstract,4,2,14,7,0,2,0,4,2,1,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
1,plos,0,abstract,0,1,2,3,0,2,0,7,0,2,0,1,3,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
2,plos,0,abstract,3,1,4,4,1,2,1,4,1,1,0,3,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
3,plos,0,abstract,1,1,3,3,1,2,0,4,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
4,plos,0,abstract,3,1,4,4,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AIM
5,plos,0,introduction,2,4,6,3,2,1,1,3,2,1,0,1,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,MISC
6,plos,0,introduction,4,2,10,9,2,3,0,4,3,0,0,0,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,MISC
7,plos,0,introduction,4,2,8,4,0,1,1,5,1,1,0,0,2,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,MISC
8,plos,0,introduction,1,3,4,6,0,4,0,5,4,1,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
9,plos,0,introduction,1,0,4,5,0,1,1,4,2,3,0,1,1,0,1,1,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,MISC
10,plos,0,introduction,3,2,4,3,0,1,0,1,0,2,0,0,1,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
11,plos,0,introduction,1,0,5,2,1,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,MISC
12,plos,0,introduction,4,0,4,3,1,0,0,7,0,2,0,0,0,1,1,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OWN
13,plos,0,introduction,3,1,4,4,0,0,0,4,3,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
14,plos,0,introduction,1,5,2,3,0,0,0,5,4,1,0,0,2,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
15,plos,0,introduction,0,5,7,4,0,0,1,4,3,1,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MISC
