@relation itdoesntmatter-weka.filters.unsupervised.attribute.Remove-R8-221

@attribute line_number numeric
@attribute num_words numeric
@attribute median_word_length numeric
@attribute mean_word_length numeric
@attribute journal_name {arxiv,jdm,plos}
@attribute expert_annotator numeric
@attribute section_name {abstract,introduction}
@attribute AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH0AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH1AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH2AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH3AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH4AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH5AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH6AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH7AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH8AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH9AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH10AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH11AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH12AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH13AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH14AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH15AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH16AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH17AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH18AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute AHH19AHH0 {1,DET,NOUN,ADP,VERB,ADJ,.,ADV,NUM,CONJ,PRON,PRT,X}
@attribute class_label {AIM,BASE,CONT,OWN,MISC}

@data
12,31,5,5.290323,plos,1,introduction,PRON,VERB,ADV,VERB,ADJ,PRT,VERB,DET,ADJ,NOUN,ADP,ADV,ADJ,ADJ,NOUN,NOUN,DET,ADV,NOUN,ADP,ADP,NOUN,ADV,DET,NOUN,NOUN,ADJ,ADJ,ADV,ADP,NOUN,ADJ,DET,VERB,PRT,ADJ,VERB,ADV,VERB,PRON,AIM
13,22,5,5.545455,plos,1,introduction,ADP,DET,ADJ,NOUN,.,ADJ,ADP,ADJ,NOUN,.,NOUN,NOUN,.,DET,NOUN,ADP,NOUN,NOUN,VERB,ADJ,ADJ,VERB,NOUN,NOUN,ADP,NOUN,DET,.,NOUN,NOUN,.,NOUN,ADJ,ADP,ADJ,.,NOUN,ADJ,DET,ADP,MISC
14,29,6,5.517241,plos,1,introduction,ADJ,ADJ,NOUN,ADJ,ADP,ADJ,NOUN,NOUN,.,NOUN,NOUN,.,NOUN,NOUN,.,CONJ,NOUN,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,CONJ,.,NOUN,NOUN,.,NOUN,NOUN,.,NOUN,NOUN,ADJ,ADP,ADJ,NOUN,ADJ,ADJ,MISC
15,30,5,5.833333,plos,1,introduction,ADV,.,NOUN,ADP,NOUN,NOUN,.,ADJ,ADP,ADJ,NOUN,NOUN,NOUN,ADP,VERB,ADP,ADJ,NOUN,NOUN,.,.,NOUN,NOUN,ADJ,ADP,VERB,ADP,NOUN,NOUN,NOUN,ADJ,ADP,ADJ,.,NOUN,NOUN,ADP,NOUN,.,ADV,MISC
16,39,5,5.102564,plos,1,introduction,DET,NOUN,NOUN,ADP,NOUN,ADP,NUM,NOUN,NOUN,CONJ,NUM,ADP,PRON,VERB,VERB,ADP,DET,ADJ,NOUN,.,.,NOUN,ADJ,DET,ADP,VERB,VERB,PRON,ADP,NUM,CONJ,NOUN,NOUN,NUM,ADP,NOUN,ADP,NOUN,NOUN,DET,MISC
17,28,4.5,5.321429,plos,1,introduction,DET,NUM,NOUN,NOUN,ADP,NOUN,NUM,VERB,VERB,PRT,VERB,ADV,ADJ,ADP,DET,VERB,ADP,DET,ADJ,NOUN,NOUN,ADJ,DET,ADP,VERB,DET,ADP,ADJ,ADV,VERB,PRT,VERB,VERB,NUM,NOUN,ADP,NOUN,NOUN,NUM,DET,MISC
18,33,7,6,plos,1,introduction,ADP,NOUN,VERB,VERB,ADV,VERB,ADP,ADJ,NOUN,VERB,ADP,DET,ADJ,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,.,.,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,ADJ,DET,ADP,VERB,NOUN,ADJ,ADP,VERB,ADV,VERB,VERB,NOUN,ADP,CONT
19,37,4,5.324324,plos,1,introduction,ADV,.,DET,NOUN,ADP,NOUN,NUM,NOUN,VERB,VERB,PRT,DET,ADJ,NOUN,NOUN,ADP,NOUN,NUM,PRT,VERB,VERB,PRT,NUM,NOUN,ADP,NOUN,NOUN,ADJ,DET,PRT,VERB,VERB,NOUN,NUM,NOUN,ADP,NOUN,DET,.,ADV,OWN
20,29,5,5.344828,plos,1,introduction,ADJ,PRT,DET,ADJ,CONJ,ADJ,NOUN,ADP,ADJ,ADJ,NOUN,ADP,DET,ADJ,NOUN,ADP,NOUN,NOUN,.,ADJ,ADJ,.,NOUN,NOUN,ADP,NOUN,ADJ,DET,ADP,NOUN,ADJ,ADJ,ADP,NOUN,ADJ,CONJ,ADJ,DET,PRT,ADJ,MISC
21,21,7,6.857143,plos,1,introduction,ADV,.,DET,ADJ,NOUN,VERB,VERB,VERB,PRT,VERB,ADJ,NOUN,PRT,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,PRT,NOUN,ADJ,VERB,PRT,VERB,VERB,VERB,NOUN,ADJ,DET,.,ADV,OWN
22,32,6,6.15625,plos,1,introduction,VERB,NOUN,NOUN,ADP,NOUN,VERB,ADJ,PRT,DET,ADJ,NOUN,ADP,ADJ,NOUN,.,ADJ,ADJ,NOUN,ADP,ADJ,ADJ,ADP,NOUN,ADJ,ADJ,.,NOUN,ADJ,ADP,NOUN,ADJ,DET,PRT,ADJ,VERB,NOUN,ADP,NOUN,NOUN,VERB,OWN
23,24,3.5,4.5,plos,1,introduction,NOUN,VERB,ADJ,.,VERB,X,NOUN,ADP,NOUN,ADP,DET,NUM,NUM,ADP,NOUN,NOUN,VERB,ADP,DET,NOUN,NOUN,DET,ADP,VERB,NOUN,NOUN,ADP,NUM,NUM,DET,ADP,NOUN,ADP,NOUN,X,VERB,.,ADJ,VERB,NOUN,MISC
24,22,7.5,6.818182,plos,1,introduction,DET,NOUN,NOUN,ADP,ADJ,NOUN,PRT,VERB,ADJ,NOUN,ADP,NOUN,.,VERB,PRT,ADP,NOUN,VERB,VERB,ADP,ADP,VERB,VERB,NOUN,ADP,PRT,VERB,.,NOUN,ADP,NOUN,ADJ,VERB,PRT,NOUN,ADJ,ADP,NOUN,NOUN,DET,MISC
25,23,6,5.565217,plos,1,introduction,NOUN,VERB,ADJ,.,VERB,NOUN,NOUN,PRT,VERB,DET,VERB,ADJ,NOUN,PRT,VERB,ADJ,NOUN,ADV,CONJ,VERB,VERB,CONJ,ADV,NOUN,ADJ,VERB,PRT,NOUN,ADJ,VERB,DET,VERB,PRT,NOUN,NOUN,VERB,.,ADJ,VERB,NOUN,MISC
26,26,3,3.615385,plos,1,introduction,PRON,VERB,ADJ,PRT,VERB,PRT,NUM,NOUN,ADP,NUM,NOUN,NOUN,NOUN,ADP,NUM,NOUN,ADP,NUM,NOUN,DET,DET,NOUN,NUM,ADP,NOUN,NUM,ADP,NOUN,NOUN,NOUN,NUM,ADP,NOUN,NUM,PRT,VERB,PRT,ADJ,VERB,PRON,MISC
27,20,6.5,6.75,plos,1,introduction,PRON,VERB,ADJ,NOUN,CONJ,VERB,DET,ADJ,NOUN,ADP,VERB,ADJ,NOUN,NOUN,NOUN,ADP,ADJ,NOUN,.,?,?,.,NOUN,ADJ,ADP,NOUN,NOUN,NOUN,ADJ,VERB,ADP,NOUN,ADJ,DET,VERB,CONJ,NOUN,ADJ,VERB,PRON,MISC
28,24,6,5.916667,plos,1,introduction,ADP,DET,NOUN,.,NOUN,VERB,ADV,VERB,ADP,ADV,VERB,.,VERB,CONJ,ADJ,NOUN,DET,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,DET,NOUN,ADJ,CONJ,VERB,.,VERB,ADV,ADP,VERB,ADV,VERB,NOUN,.,NOUN,DET,ADP,MISC
29,40,6.5,6.375,plos,1,introduction,NOUN,VERB,NOUN,VERB,VERB,ADJ,NOUN,NOUN,CONJ,VERB,ADJ,NOUN,ADP,ADJ,NOUN,NOUN,NOUN,.,NOUN,NOUN,NOUN,NOUN,.,NOUN,NOUN,NOUN,ADJ,ADP,NOUN,ADJ,VERB,CONJ,NOUN,NOUN,ADJ,VERB,VERB,NOUN,VERB,NOUN,MISC
30,26,2,4.230769,plos,1,introduction,NOUN,VERB,ADJ,.,VERB,DET,NOUN,ADP,ADJ,NOUN,NOUN,PRT,NUM,NOUN,ADP,DET,NUM,NUM,ADP,NUM,NUM,ADP,NUM,NUM,DET,ADP,NOUN,NUM,PRT,NOUN,NOUN,ADJ,ADP,NOUN,DET,VERB,.,ADJ,VERB,NOUN,MISC
31,27,5,6.222222,plos,1,introduction,DET,ADJ,NOUN,VERB,ADJ,PRT,VERB,DET,NOUN,NOUN,NOUN,CONJ,ADJ,ADJ,NOUN,ADP,NOUN,NOUN,PRT,VERB,VERB,PRT,NOUN,NOUN,ADP,NOUN,ADJ,ADJ,CONJ,NOUN,NOUN,NOUN,DET,VERB,PRT,ADJ,VERB,NOUN,ADJ,DET,MISC
32,31,6,5.741935,plos,1,introduction,ADP,PRON,NOUN,.,DET,ADJ,NOUN,.,NOUN,NOUN,NOUN,NOUN,NOUN,VERB,VERB,NOUN,.,CONJ,DET,NOUN,NOUN,DET,CONJ,.,NOUN,VERB,VERB,NOUN,NOUN,NOUN,NOUN,NOUN,.,NOUN,ADJ,DET,.,NOUN,PRON,ADP,OWN
33,25,5,6.44,plos,1,introduction,DET,NUM,NOUN,ADP,ADJ,NOUN,NOUN,NUM,CONJ,DET,ADJ,NOUN,NOUN,NOUN,VERB,ADV,VERB,ADP,ADJ,NOUN,NOUN,ADJ,ADP,VERB,ADV,VERB,NOUN,NOUN,NOUN,ADJ,DET,CONJ,NUM,NOUN,NOUN,ADJ,ADP,NOUN,NUM,DET,OWN
34,16,5.5,5.625,plos,1,introduction,DET,NOUN,ADP,ADJ,NOUN,NOUN,.,VERB,VERB,ADP,NUM,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,.,?,?,?,?,.,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,NUM,ADP,VERB,VERB,.,NOUN,NOUN,ADJ,ADP,NOUN,DET,OWN
35,12,8,7.083333,plos,1,introduction,DET,NOUN,ADP,ADJ,ADJ,NOUN,VERB,NUM,ADJ,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,ADJ,NUM,VERB,NOUN,ADJ,ADJ,ADP,NOUN,DET,OWN
36,11,5,5.909091,plos,1,introduction,NOUN,ADP,NUM,NOUN,VERB,ADP,ADJ,NOUN,VERB,ADV,VERB,.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,.,VERB,ADV,VERB,NOUN,ADJ,ADP,VERB,NOUN,NUM,ADP,NOUN,OWN
37,22,4.5,5.954545,plos,1,introduction,NOUN,VERB,NOUN,NOUN,VERB,VERB,ADP,DET,ADJ,NOUN,ADP,DET,NOUN,ADP,NOUN,DET,NOUN,NOUN,ADP,NUM,NUM,ADP,NOUN,NOUN,DET,NOUN,ADP,NOUN,DET,ADP,NOUN,ADJ,DET,ADP,VERB,VERB,NOUN,NOUN,VERB,NOUN,OWN
0,20,5.5,6.15,plos,0,abstract,ADJ,ADJ,NOUN,VERB,ADP,NOUN,ADV,ADV,ADP,DET,NOUN,NOUN,ADP,ADJ,NOUN,ADP,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADJ,ADP,NOUN,NOUN,DET,ADP,ADV,ADV,NOUN,ADP,VERB,NOUN,ADJ,ADJ,MISC
1,27,6,6,plos,0,abstract,DET,ADV,VERB,ADJ,NOUN,ADP,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,PRT,PRT,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,ADP,NOUN,ADJ,VERB,ADV,DET,OWN
2,24,4.5,5.291667,plos,0,abstract,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,PRT,VERB,DET,NOUN,ADP,ADJ,NOUN,CONJ,PRT,ADV,VERB,DET,NOUN,NOUN,DET,VERB,ADV,PRT,CONJ,NOUN,ADJ,ADP,NOUN,DET,VERB,PRT,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,OWN
3,22,5,5.272727,plos,0,abstract,PRT,DET,NOUN,.,PRON,VERB,NOUN,NOUN,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,NOUN,ADJ,NOUN,ADP,DET,DET,ADP,NOUN,ADJ,NOUN,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,NOUN,NOUN,VERB,PRON,.,NOUN,DET,PRT,OWN
4,19,6,5.421053,plos,0,abstract,NOUN,NOUN,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,VERB,VERB,.,VERB,ADP,ADJ,NOUN,NOUN,.,CONJ,ADJ,ADJ,CONJ,.,NOUN,NOUN,ADJ,ADP,VERB,.,VERB,VERB,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,NOUN,NOUN,OWN
5,13,6,5.923077,plos,0,abstract,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,VERB,ADP,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,ADP,VERB,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,OWN
6,25,5,6.08,plos,0,abstract,ADV,.,DET,ADV,VERB,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,PRT,VERB,ADV,VERB,ADP,DET,ADJ,ADJ,ADJ,ADJ,DET,ADP,VERB,ADV,VERB,PRT,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,VERB,ADV,DET,.,ADV,OWN
7,21,7,6.142857,plos,0,introduction,ADP,DET,NOUN,.,DET,NOUN,ADP,ADJ,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,DET,ADJ,NOUN,ADP,DET,NOUN,NOUN,DET,ADP,NOUN,ADJ,DET,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADJ,ADP,NOUN,DET,.,NOUN,DET,ADP,MISC
8,34,7,6.088235,plos,0,introduction,VERB,NOUN,ADP,DET,ADJ,NOUN,VERB,PRT,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,ADJ,NOUN,.,ADP,DET,DET,ADP,.,NOUN,ADJ,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,PRT,VERB,NOUN,ADJ,DET,ADP,NOUN,VERB,MISC
9,48,6,5.895833,plos,0,introduction,ADP,DET,ADJ,NOUN,DET,VERB,VERB,PRON,VERB,.,ADP,NOUN,.,VERB,ADJ,NOUN,NOUN,ADP,ADJ,ADP,ADP,ADJ,ADP,NOUN,NOUN,ADJ,VERB,.,NOUN,ADP,.,VERB,PRON,VERB,VERB,DET,NOUN,ADJ,DET,ADP,MISC
10,30,6,5.933333,plos,0,introduction,ADP,ADP,ADJ,NOUN,.,ADJ,NOUN,VERB,DET,ADJ,ADJ,NOUN,DET,VERB,ADP,DET,ADV,ADJ,NOUN,ADP,ADP,NOUN,ADJ,ADV,DET,ADP,VERB,DET,NOUN,ADJ,ADJ,DET,VERB,NOUN,ADJ,.,NOUN,ADJ,ADP,ADP,MISC
11,23,5,5.565217,plos,0,introduction,DET,VERB,ADP,NOUN,ADP,NOUN,NOUN,VERB,ADV,VERB,NOUN,.,CONJ,DET,NOUN,VERB,VERB,VERB,ADP,NOUN,NOUN,ADP,VERB,VERB,VERB,NOUN,DET,CONJ,.,NOUN,VERB,ADV,VERB,NOUN,NOUN,ADP,NOUN,ADP,VERB,DET,MISC
12,17,7,6.823529,plos,0,introduction,ADV,.,ADJ,NOUN,VERB,VERB,ADJ,NOUN,CONJ,NOUN,NOUN,ADJ,ADP,PRON,ADJ,NOUN,NOUN,NOUN,.,?,?,.,NOUN,NOUN,NOUN,ADJ,PRON,ADP,ADJ,NOUN,NOUN,CONJ,NOUN,ADJ,VERB,VERB,NOUN,ADJ,.,ADV,MISC
13,33,5,5.939394,plos,0,introduction,VERB,PRT,DET,NOUN,NOUN,NOUN,.,NOUN,VERB,ADV,VERB,VERB,ADP,VERB,ADJ,NOUN,.,ADJ,ADP,DET,DET,ADP,ADJ,.,NOUN,ADJ,VERB,ADP,VERB,VERB,ADV,VERB,NOUN,.,NOUN,NOUN,NOUN,DET,PRT,VERB,MISC
14,42,5,5.047619,plos,0,introduction,DET,NOUN,ADP,NOUN,ADP,VERB,NOUN,NOUN,VERB,ADP,PRON,VERB,VERB,PRT,DET,NOUN,ADP,NOUN,NOUN,ADP,ADP,NOUN,NOUN,ADP,NOUN,DET,PRT,VERB,VERB,PRON,ADP,VERB,NOUN,NOUN,VERB,ADP,NOUN,ADP,NOUN,DET,MISC
15,38,6,5.473684,plos,0,introduction,DET,NOUN,NOUN,NOUN,ADP,ADV,VERB,NOUN,ADP,VERB,NOUN,NOUN,ADP,NOUN,NOUN,NOUN,.,DET,VERB,NOUN,NOUN,VERB,DET,.,NOUN,NOUN,NOUN,ADP,NOUN,NOUN,VERB,ADP,NOUN,VERB,ADV,ADP,NOUN,NOUN,NOUN,DET,AIM
16,35,5,5.857143,plos,0,introduction,DET,VERB,NOUN,NOUN,NOUN,VERB,ADV,ADP,ADJ,ADJ,NOUN,.,DET,VERB,ADP,NOUN,NOUN,VERB,ADV,VERB,VERB,ADV,VERB,NOUN,NOUN,ADP,VERB,DET,.,NOUN,ADJ,ADJ,ADP,ADV,VERB,NOUN,NOUN,NOUN,VERB,DET,BASE
17,29,6,5.344828,plos,0,introduction,ADP,ADP,PRON,DET,.,DET,NOUN,VERB,ADP,NOUN,NOUN,DET,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,VERB,VERB,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,DET,NOUN,NOUN,ADP,VERB,NOUN,DET,.,DET,PRON,ADP,ADP,MISC
18,27,5,5.37037,plos,0,introduction,ADV,.,DET,NOUN,ADV,VERB,ADP,NOUN,ADP,NOUN,ADP,NOUN,NOUN,.,VERB,ADV,ADJ,NOUN,ADV,NOUN,NOUN,ADV,NOUN,ADJ,ADV,VERB,.,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADP,VERB,ADV,NOUN,DET,.,ADV,MISC
19,24,7,6.375,plos,0,introduction,NOUN,.,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,VERB,VERB,VERB,ADP,DET,NOUN,.,ADJ,NOUN,VERB,DET,DET,VERB,NOUN,ADJ,.,NOUN,DET,ADP,VERB,VERB,VERB,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,.,NOUN,MISC
20,29,4,5.310345,plos,0,introduction,DET,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,ADV,VERB,ADV,.,DET,NOUN,DET,NOUN,ADP,DET,DET,ADP,NOUN,DET,NOUN,DET,.,ADV,VERB,ADV,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,DET,MISC
21,41,5,5.731707,plos,0,introduction,DET,NOUN,NOUN,PRT,VERB,NOUN,ADJ,ADP,DET,ADJ,NOUN,ADP,ADJ,NOUN,ADP,ADJ,ADP,DET,ADJ,NOUN,NOUN,ADJ,DET,ADP,ADJ,ADP,NOUN,ADJ,ADP,NOUN,ADJ,DET,ADP,ADJ,NOUN,VERB,PRT,NOUN,NOUN,DET,MISC
22,21,5,4.619048,plos,0,introduction,DET,NOUN,NOUN,NOUN,DET,NUM,NOUN,ADP,NOUN,ADP,DET,ADJ,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADP,NOUN,NOUN,ADP,NOUN,ADJ,DET,ADP,NOUN,ADP,NOUN,NUM,DET,NOUN,NOUN,NOUN,DET,OWN
23,26,6.5,5.884615,plos,0,introduction,DET,NOUN,VERB,ADV,VERB,PRT,VERB,DET,ADJ,ADJ,NOUN,ADP,ADJ,.,VERB,CONJ,NOUN,ADJ,NOUN,ADP,ADP,NOUN,ADJ,NOUN,CONJ,VERB,.,ADJ,ADP,NOUN,ADJ,ADJ,DET,VERB,PRT,VERB,ADV,VERB,NOUN,DET,OWN
24,26,5,5.192308,plos,0,introduction,NOUN,VERB,VERB,VERB,VERB,PRT,VERB,DET,NOUN,NOUN,ADP,NOUN,NOUN,ADP,NOUN,PRT,DET,NOUN,ADP,ADJ,ADJ,ADP,NOUN,DET,PRT,NOUN,ADP,NOUN,NOUN,ADP,NOUN,NOUN,DET,VERB,PRT,VERB,VERB,VERB,VERB,NOUN,OWN
25,23,4,5.173913,plos,0,introduction,VERB,ADV,VERB,PRT,ADV,VERB,ADV,DET,NOUN,NOUN,ADP,NOUN,NOUN,VERB,VERB,PRT,DET,ADP,DET,NUM,NUM,DET,ADP,DET,PRT,VERB,VERB,NOUN,NOUN,ADP,NOUN,NOUN,DET,ADV,VERB,ADV,PRT,VERB,ADV,VERB,OWN
26,20,6,6,plos,0,introduction,DET,VERB,NOUN,ADP,VERB,NOUN,VERB,VERB,ADJ,NOUN,VERB,ADJ,CONJ,ADJ,NOUN,NOUN,ADP,ADV,DET,NOUN,NOUN,DET,ADV,ADP,NOUN,NOUN,ADJ,CONJ,ADJ,VERB,NOUN,ADJ,VERB,VERB,NOUN,VERB,ADP,NOUN,VERB,DET,OWN
27,20,5,5.6,plos,0,introduction,DET,ADV,ADJ,NOUN,.,ADV,.,VERB,VERB,ADP,ADJ,NOUN,NOUN,ADP,DET,ADJ,NOUN,.,CONJ,ADV,ADV,CONJ,.,NOUN,ADJ,DET,ADP,NOUN,NOUN,ADJ,ADP,VERB,VERB,.,ADV,.,NOUN,ADJ,ADV,DET,OWN
28,11,4,5,plos,0,introduction,DET,NOUN,VERB,ADJ,ADP,DET,ADP,DET,ADJ,NOUN,NOUN,.,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,.,NOUN,NOUN,ADJ,DET,ADP,DET,ADP,ADJ,VERB,NOUN,DET,OWN
29,42,5.5,6.261905,plos,0,introduction,DET,NOUN,NOUN,ADV,VERB,ADV,DET,ADJ,ADJ,NOUN,NOUN,VERB,PRT,DET,ADV,VERB,NOUN,NOUN,.,CONJ,CONJ,.,NOUN,NOUN,VERB,ADV,DET,PRT,VERB,NOUN,NOUN,ADJ,ADJ,DET,ADV,VERB,ADV,NOUN,NOUN,DET,OWN
0,20,5.5,6.15,plos,0,abstract,ADJ,ADJ,NOUN,VERB,ADP,NOUN,ADV,ADV,ADP,DET,NOUN,NOUN,ADP,ADJ,NOUN,ADP,NOUN,ADP,NOUN,NOUN,NOUN,NOUN,ADP,NOUN,ADP,NOUN,ADJ,ADP,NOUN,NOUN,DET,ADP,ADV,ADV,NOUN,ADP,VERB,NOUN,ADJ,ADJ,MISC
1,27,6,6,plos,0,abstract,DET,ADV,VERB,ADJ,NOUN,ADP,DET,NOUN,VERB,ADP,DET,NOUN,NOUN,VERB,DET,NOUN,ADP,DET,NOUN,PRT,PRT,NOUN,DET,ADP,NOUN,DET,VERB,NOUN,NOUN,DET,ADP,VERB,NOUN,DET,ADP,NOUN,ADJ,VERB,ADV,DET,MISC
2,24,4.5,5.291667,plos,0,abstract,DET,NOUN,ADP,DET,NOUN,NOUN,VERB,PRT,VERB,DET,NOUN,ADP,ADJ,NOUN,CONJ,PRT,ADV,VERB,DET,NOUN,NOUN,DET,VERB,ADV,PRT,CONJ,NOUN,ADJ,ADP,NOUN,DET,VERB,PRT,VERB,NOUN,NOUN,DET,ADP,NOUN,DET,AIM
